dataset,video_id,source_video_id,source_id,identity_id,manipulation,class,split,original_available,landmark_success_fraction,feature_valid,exclusion_reason,final_model_evaluation,compression,total_frames,native_fps,sampled_frames,frames_with_landmarks,landmark_success_ratio,video_retained,gating_exclusion_reason,in_final_evaluation,filepath
CelebDF,id34_id28_0008,id34_id28_0008,id34_id28_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id28_0008.mp4
CelebDF,id34_id29_0001,id34_id29_0001,id34_id29_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id29_0001.mp4
CelebDF,id34_id29_0002,id34_id29_0002,id34_id29_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id29_0002.mp4
CelebDF,id34_id29_0003,id34_id29_0003,id34_id29_0003,id34,Celeb-synthesis,fake,eval_only,True,0.96,False,feature_computation_failure,False,native,394,30.0,300,288,0.96,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id29_0003.mp4
CelebDF,id34_id29_0005,id34_id29_0005,id34_id29_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id29_0005.mp4
CelebDF,id34_id29_0006,id34_id29_0006,id34_id29_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id29_0006.mp4
CelebDF,id34_id29_0007,id34_id29_0007,id34_id29_0007,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,470,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id29_0007.mp4
CelebDF,id34_id29_0008,id34_id29_0008,id34_id29_0008,id34,Celeb-synthesis,fake,eval_only,True,0.993333,False,feature_computation_failure,False,native,516,30.0,300,298,0.993333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id29_0008.mp4
CelebDF,id34_id30_0000,id34_id30_0000,id34_id30_0000,id34,Celeb-synthesis,fake,eval_only,True,0.993333,False,feature_computation_failure,False,native,480,30.0,300,298,0.993333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0000.mp4
CelebDF,id34_id30_0001,id34_id30_0001,id34_id30_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0001.mp4
CelebDF,id34_id30_0002,id34_id30_0002,id34_id30_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id30_0002.mp4
CelebDF,id34_id30_0003,id34_id30_0003,id34_id30_0003,id34,Celeb-synthesis,fake,eval_only,True,0.976667,False,feature_computation_failure,False,native,394,30.0,300,293,0.976667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0003.mp4
CelebDF,id34_id30_0004,id34_id30_0004,id34_id30_0004,id34,Celeb-synthesis,fake,eval_only,True,1.0,False,feature_computation_failure,False,native,472,30.0,300,300,1.0,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0004.mp4
CelebDF,id34_id30_0005,id34_id30_0005,id34_id30_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id30_0005.mp4
CelebDF,id34_id30_0006,id34_id30_0006,id34_id30_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0006.mp4
CelebDF,id34_id30_0007,id34_id30_0007,id34_id30_0007,id34,Celeb-synthesis,fake,eval_only,True,1.0,False,feature_computation_failure,False,native,470,30.0,300,300,1.0,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0007.mp4
CelebDF,id34_id30_0008,id34_id30_0008,id34_id30_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id30_0008.mp4
CelebDF,id34_id30_0009,id34_id30_0009,id34_id30_0009,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,485,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id30_0009.mp4
CelebDF,id34_id31_0000,id34_id31_0000,id34_id31_0000,id34,Celeb-synthesis,fake,eval_only,True,0.993333,False,feature_computation_failure,False,native,480,30.0,300,298,0.993333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id31_0000.mp4
CelebDF,id34_id31_0001,id34_id31_0001,id34_id31_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id31_0001.mp4
CelebDF,id34_id31_0002,id34_id31_0002,id34_id31_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id31_0002.mp4
CelebDF,id34_id31_0003,id34_id31_0003,id34_id31_0003,id34,Celeb-synthesis,fake,eval_only,True,0.966667,False,feature_computation_failure,False,native,394,30.0,300,290,0.966667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id31_0003.mp4
CelebDF,id34_id31_0005,id34_id31_0005,id34_id31_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id31_0005.mp4
CelebDF,id34_id31_0006,id34_id31_0006,id34_id31_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id31_0006.mp4
CelebDF,id34_id31_0007,id34_id31_0007,id34_id31_0007,id34,Celeb-synthesis,fake,eval_only,True,0.986667,False,feature_computation_failure,False,native,470,30.0,300,296,0.986667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id31_0007.mp4
CelebDF,id34_id31_0008,id34_id31_0008,id34_id31_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id31_0008.mp4
CelebDF,id34_id31_0009,id34_id31_0009,id34_id31_0009,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,485,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id31_0009.mp4
CelebDF,id34_id32_0000,id34_id32_0000,id34_id32_0000,id34,Celeb-synthesis,fake,eval_only,True,0.993333,False,feature_computation_failure,False,native,480,30.0,300,298,0.993333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id32_0000.mp4
CelebDF,id34_id32_0001,id34_id32_0001,id34_id32_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id32_0001.mp4
CelebDF,id34_id32_0002,id34_id32_0002,id34_id32_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id32_0002.mp4
CelebDF,id34_id32_0003,id34_id32_0003,id34_id32_0003,id34,Celeb-synthesis,fake,eval_only,True,0.96,False,feature_computation_failure,False,native,394,30.0,300,288,0.96,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id32_0003.mp4
CelebDF,id34_id32_0004,id34_id32_0004,id34_id32_0004,id34,Celeb-synthesis,fake,eval_only,True,1.0,False,feature_computation_failure,False,native,472,30.0,300,300,1.0,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id32_0004.mp4
CelebDF,id34_id32_0005,id34_id32_0005,id34_id32_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id32_0005.mp4
CelebDF,id34_id32_0006,id34_id32_0006,id34_id32_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id32_0006.mp4
CelebDF,id34_id32_0007,id34_id32_0007,id34_id32_0007,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,470,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id32_0007.mp4
CelebDF,id34_id32_0008,id34_id32_0008,id34_id32_0008,id34,Celeb-synthesis,fake,eval_only,True,0.993333,False,feature_computation_failure,False,native,516,30.0,300,298,0.993333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id32_0008.mp4
CelebDF,id34_id32_0009,id34_id32_0009,id34_id32_0009,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,485,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id32_0009.mp4
CelebDF,id34_id33_0001,id34_id33_0001,id34_id33_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id33_0001.mp4
CelebDF,id34_id33_0002,id34_id33_0002,id34_id33_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id33_0002.mp4
CelebDF,id34_id33_0003,id34_id33_0003,id34_id33_0003,id34,Celeb-synthesis,fake,eval_only,True,0.953333,False,feature_computation_failure,False,native,394,30.0,300,286,0.953333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id33_0003.mp4
CelebDF,id34_id33_0004,id34_id33_0004,id34_id33_0004,id34,Celeb-synthesis,fake,eval_only,True,1.0,False,feature_computation_failure,False,native,472,30.0,300,300,1.0,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id33_0004.mp4
CelebDF,id34_id33_0005,id34_id33_0005,id34_id33_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id33_0005.mp4
CelebDF,id34_id33_0006,id34_id33_0006,id34_id33_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id33_0006.mp4
CelebDF,id34_id33_0007,id34_id33_0007,id34_id33_0007,id34,Celeb-synthesis,fake,eval_only,True,0.983333,False,feature_computation_failure,False,native,470,30.0,300,295,0.983333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id33_0007.mp4
CelebDF,id34_id33_0008,id34_id33_0008,id34_id33_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id33_0008.mp4
CelebDF,id34_id33_0009,id34_id33_0009,id34_id33_0009,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,485,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id33_0009.mp4
CelebDF,id34_id35_0001,id34_id35_0001,id34_id35_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id35_0001.mp4
CelebDF,id34_id35_0002,id34_id35_0002,id34_id35_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id35_0002.mp4
CelebDF,id34_id35_0003,id34_id35_0003,id34_id35_0003,id34,Celeb-synthesis,fake,eval_only,True,0.97,False,feature_computation_failure,False,native,394,30.0,300,291,0.97,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id35_0003.mp4
CelebDF,id34_id35_0004,id34_id35_0004,id34_id35_0004,id34,Celeb-synthesis,fake,eval_only,True,1.0,False,feature_computation_failure,False,native,472,30.0,300,300,1.0,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id35_0004.mp4
CelebDF,id34_id35_0005,id34_id35_0005,id34_id35_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id35_0005.mp4
CelebDF,id34_id35_0006,id34_id35_0006,id34_id35_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id35_0006.mp4
CelebDF,id34_id35_0007,id34_id35_0007,id34_id35_0007,id34,Celeb-synthesis,fake,eval_only,True,0.986667,False,feature_computation_failure,False,native,470,30.0,300,296,0.986667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id35_0007.mp4
CelebDF,id34_id35_0008,id34_id35_0008,id34_id35_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id35_0008.mp4
CelebDF,id34_id35_0009,id34_id35_0009,id34_id35_0009,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,485,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id35_0009.mp4
CelebDF,id34_id37_0001,id34_id37_0001,id34_id37_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id37_0001.mp4
CelebDF,id34_id37_0002,id34_id37_0002,id34_id37_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id37_0002.mp4
CelebDF,id34_id37_0003,id34_id37_0003,id34_id37_0003,id34,Celeb-synthesis,fake,eval_only,True,0.96,False,feature_computation_failure,False,native,394,30.0,300,288,0.96,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id37_0003.mp4
CelebDF,id34_id37_0005,id34_id37_0005,id34_id37_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id37_0005.mp4
CelebDF,id34_id37_0006,id34_id37_0006,id34_id37_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id37_0006.mp4
CelebDF,id34_id37_0007,id34_id37_0007,id34_id37_0007,id34,Celeb-synthesis,fake,eval_only,True,0.983333,False,feature_computation_failure,False,native,470,30.0,300,295,0.983333,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id37_0007.mp4
CelebDF,id34_id37_0008,id34_id37_0008,id34_id37_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id37_0008.mp4
CelebDF,id34_id38_0001,id34_id38_0001,id34_id38_0001,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,419,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id38_0001.mp4
CelebDF,id34_id38_0002,id34_id38_0002,id34_id38_0002,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,322,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id38_0002.mp4
CelebDF,id34_id38_0003,id34_id38_0003,id34_id38_0003,id34,Celeb-synthesis,fake,eval_only,True,0.97,False,feature_computation_failure,False,native,394,30.0,300,291,0.97,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id38_0003.mp4
CelebDF,id34_id38_0005,id34_id38_0005,id34_id38_0005,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,478,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id38_0005.mp4
CelebDF,id34_id38_0006,id34_id38_0006,id34_id38_0006,id34,Celeb-synthesis,fake,eval_only,True,0.996667,False,feature_computation_failure,False,native,441,30.0,300,299,0.996667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id38_0006.mp4
CelebDF,id34_id38_0007,id34_id38_0007,id34_id38_0007,id34,Celeb-synthesis,fake,eval_only,True,0.986667,False,feature_computation_failure,False,native,470,30.0,300,296,0.986667,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id38_0007.mp4
CelebDF,id34_id38_0008,id34_id38_0008,id34_id38_0008,id34,Celeb-synthesis,fake,eval_only,True,0.99,False,feature_computation_failure,False,native,516,30.0,300,297,0.99,False,retained,False,celebdf_v2/Celeb-synthesis/id34_id38_0008.mp4
CelebDF,id34_id38_0009,id34_id38_0009,id34_id38_0009,id34,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,485,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id34_id38_0009.mp4
CelebDF,id35_id16_0000,id35_id16_0000,id35_id16_0000,id35,Celeb-synthesis,fake,eval_only,True,0.963333,False,feature_computation_failure,False,native,487,30.0,300,289,0.963333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id16_0000.mp4
CelebDF,id35_id16_0001,id35_id16_0001,id35_id16_0001,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,508,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0001.mp4
CelebDF,id35_id16_0002,id35_id16_0002,id35_id16_0002,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,380,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0002.mp4
CelebDF,id35_id16_0003,id35_id16_0003,id35_id16_0003,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,454,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0003.mp4
CelebDF,id35_id16_0004,id35_id16_0004,id35_id16_0004,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,256,30.0,256,256,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0004.mp4
CelebDF,id35_id16_0005,id35_id16_0005,id35_id16_0005,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,295,30.0,295,295,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0005.mp4
CelebDF,id35_id16_0006,id35_id16_0006,id35_id16_0006,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,228,30.0,228,228,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0006.mp4
CelebDF,id35_id16_0007,id35_id16_0007,id35_id16_0007,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,399,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0007.mp4
CelebDF,id35_id16_0008,id35_id16_0008,id35_id16_0008,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,209,30.0,209,209,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id16_0008.mp4
CelebDF,id35_id16_0009,id35_id16_0009,id35_id16_0009,id35,Celeb-synthesis,fake,eval_only,True,0.913333,False,feature_computation_failure,False,native,321,30.0,300,274,0.913333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id16_0009.mp4
CelebDF,id35_id17_0000,id35_id17_0000,id35_id17_0000,id35,Celeb-synthesis,fake,eval_only,True,0.963333,False,feature_computation_failure,False,native,487,30.0,300,289,0.963333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id17_0000.mp4
CelebDF,id35_id17_0001,id35_id17_0001,id35_id17_0001,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,508,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id17_0001.mp4
CelebDF,id35_id17_0002,id35_id17_0002,id35_id17_0002,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,380,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id17_0002.mp4
CelebDF,id35_id17_0003,id35_id17_0003,id35_id17_0003,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,454,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id17_0003.mp4
CelebDF,id35_id17_0006,id35_id17_0006,id35_id17_0006,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,228,30.0,228,228,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id17_0006.mp4
CelebDF,id35_id17_0007,id35_id17_0007,id35_id17_0007,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,399,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id17_0007.mp4
CelebDF,id35_id17_0008,id35_id17_0008,id35_id17_0008,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,209,30.0,209,209,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id17_0008.mp4
CelebDF,id35_id17_0009,id35_id17_0009,id35_id17_0009,id35,Celeb-synthesis,fake,eval_only,True,0.856667,False,feature_computation_failure,False,native,321,30.0,300,257,0.856667,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id17_0009.mp4
CelebDF,id35_id1_0000,id35_id1_0000,id35_id1_0000,id35,Celeb-synthesis,fake,eval_only,True,0.963333,False,feature_computation_failure,False,native,487,30.0,300,289,0.963333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id1_0000.mp4
CelebDF,id35_id1_0001,id35_id1_0001,id35_id1_0001,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,508,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id1_0001.mp4
CelebDF,id35_id1_0002,id35_id1_0002,id35_id1_0002,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,380,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id1_0002.mp4
CelebDF,id35_id1_0006,id35_id1_0006,id35_id1_0006,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,228,30.0,228,228,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id1_0006.mp4
CelebDF,id35_id1_0007,id35_id1_0007,id35_id1_0007,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,399,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id1_0007.mp4
CelebDF,id35_id1_0008,id35_id1_0008,id35_id1_0008,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,209,30.0,209,209,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id1_0008.mp4
CelebDF,id35_id1_0009,id35_id1_0009,id35_id1_0009,id35,Celeb-synthesis,fake,eval_only,True,0.853333,False,feature_computation_failure,False,native,321,30.0,300,256,0.853333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id1_0009.mp4
CelebDF,id35_id20_0000,id35_id20_0000,id35_id20_0000,id35,Celeb-synthesis,fake,eval_only,True,0.97,False,feature_computation_failure,False,native,487,30.0,300,291,0.97,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id20_0000.mp4
CelebDF,id35_id20_0002,id35_id20_0002,id35_id20_0002,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,380,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id20_0002.mp4
CelebDF,id35_id20_0003,id35_id20_0003,id35_id20_0003,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,454,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id20_0003.mp4
CelebDF,id35_id20_0006,id35_id20_0006,id35_id20_0006,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,228,30.0,228,228,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id20_0006.mp4
CelebDF,id35_id20_0007,id35_id20_0007,id35_id20_0007,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,399,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id20_0007.mp4
CelebDF,id35_id20_0008,id35_id20_0008,id35_id20_0008,id35,Celeb-synthesis,fake,eval_only,True,0.942584,False,feature_computation_failure,False,native,209,30.0,209,197,0.942584,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id20_0008.mp4
CelebDF,id35_id20_0009,id35_id20_0009,id35_id20_0009,id35,Celeb-synthesis,fake,eval_only,True,0.82,False,feature_computation_failure,False,native,321,30.0,300,246,0.82,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id20_0009.mp4
CelebDF,id35_id21_0000,id35_id21_0000,id35_id21_0000,id35,Celeb-synthesis,fake,eval_only,True,0.973333,False,feature_computation_failure,False,native,487,30.0,300,292,0.973333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id21_0000.mp4
CelebDF,id35_id21_0001,id35_id21_0001,id35_id21_0001,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,508,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id21_0001.mp4
CelebDF,id35_id21_0002,id35_id21_0002,id35_id21_0002,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,380,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id21_0002.mp4
CelebDF,id35_id21_0003,id35_id21_0003,id35_id21_0003,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,454,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id21_0003.mp4
CelebDF,id35_id21_0006,id35_id21_0006,id35_id21_0006,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,228,30.0,228,228,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id21_0006.mp4
CelebDF,id35_id21_0007,id35_id21_0007,id35_id21_0007,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,399,30.0,300,300,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id21_0007.mp4
CelebDF,id35_id21_0008,id35_id21_0008,id35_id21_0008,id35,Celeb-synthesis,fake,eval_only,True,1.0,True,retained,True,native,209,30.0,209,209,1.0,True,retained,True,celebdf_v2/Celeb-synthesis/id35_id21_0008.mp4
CelebDF,id35_id21_0009,id35_id21_0009,id35_id21_0009,id35,Celeb-synthesis,fake,eval_only,True,0.913333,False,feature_computation_failure,False,native,321,30.0,300,274,0.913333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id21_0009.mp4
CelebDF,id35_id23_0000,id35_id23_0000,id35_id23_0000,id35,Celeb-synthesis,fake,eval_only,True,0.963333,False,feature_computation_failure,False,native,487,30.0,300,289,0.963333,False,retained,False,celebdf_v2/Celeb-synthesis/id35_id23_0000.mp4
